# GAGE ( ANALOG network for IDs where YEAR <  2000)
# GAGE (DIGITAL network for IDs where YEAR >= 2000)
# MONTH for which rainfall is being aggregated
# S (season): W (wet, Jun-Oct) or D (dry)
# RAIN: total monthly rainfall in millimeters
gage,year,month,S,rain
RG032,1975,9,W,64.26
RG032,1975,10,W,0.0
RG032,1975,11,D,8.13
RG032,1975,12,D,4.83
RG032,1976,1,D,5.84
RG032,1976,2,D,19.56
RG032,1976,3,D,4.57
RG032,1976,4,D,11.94
RG032,1976,5,D,19.81
RG032,1976,6,W,8.13
RG032,1976,7,W,66.04
RG032,1976,8,W,24.38
RG032,1976,9,W,73.66
RG032,1976,10,W,26.42
RG032,1976,11,D,9.14
RG032,1976,12,D,3.05
RG032,1977,1,D,41.4
RG032,1977,6,W,11.68
RG032,1977,7,W,54.36
RG032,1977,8,W,80.77
RG032,1977,9,W,92.46
RG032,1977,10,W,74.42
RG032,1978,1,D,59.44
RG032,1978,2,D,39.88
RG032,1978,3,D,18.03
RG032,1978,4,D,3.05
RG032,1978,5,D,15.49
RG032,1978,6,W,8.64
RG032,1978,7,W,81.79
RG032,1978,8,W,53.34
RG032,1978,9,W,3.56
RG032,1978,10,W,55.37
RG032,1978,11,D,32.77
RG032,1978,12,D,52.32
RG032,1979,1,D,59.18
RG032,1979,2,D,5.59
RG032,1979,3,D,18.54
RG032,1979,4,D,0.0
RG032,1979,5,D,10.41
RG032,1979,6,W,16.76
RG032,1979,7,W,85.6
RG032,1979,8,W,31.24
RG032,1979,9,W,7.11
RG032,1979,10,W,2.79
RG032,1979,11,D,6.86
RG032,1979,12,D,9.14
RG032,1980,1,D,0.0
RG032,1980,2,D,0.0
RG032,1980,3,D,0.0
RG032,1980,4,D,0.0
RG032,1980,5,D,0.0
RG032,1980,6,W,3.56
RG032,1980,7,W,51.31
RG032,1980,8,W,33.02
RG032,1980,9,W,23.88
RG032,1980,10,W,0.0
RG032,1980,11,D,0.51
RG032,1980,12,D,7.37
RG032,1981,1,D,0.0
RG032,1981,2,D,0.0
RG032,1981,3,D,0.0
RG032,1981,4,D,0.0
RG032,1981,5,D,0.0
RG032,1981,6,W,13.97
RG032,1981,7,W,112.01
RG032,1981,8,W,36.58
RG032,1981,9,W,12.45
RG032,1981,10,W,13.97
RG032,1981,11,D,5.59
RG032,1982,1,D,0.0
RG032,1982,2,D,0.0
RG032,1982,3,D,0.0
RG032,1982,4,D,0.0
RG032,1982,5,D,0.0
RG032,1982,6,W,0.0
RG032,1982,7,W,83.06
RG032,1982,8,W,65.28
RG032,1982,9,W,52.83
RG032,1982,11,D,0.0
RG032,1982,12,D,0.0
RG032,1983,1,D,0.0
RG032,1983,2,D,0.0
RG032,1983,3,D,0.0
RG032,1983,4,D,0.0
RG032,1983,5,D,0.0
RG032,1983,7,W,65.53
RG032,1983,8,W,55.63
RG032,1983,9,W,202.44
RG032,1983,10,W,56.13
RG032,1983,11,D,0.0
RG032,1983,12,D,0.0
RG032,1984,1,D,0.0
RG032,1984,4,D,0.0
RG032,1984,5,D,0.0
RG032,1984,6,W,21.08
RG032,1984,7,W,83.31
RG032,1984,8,W,155.19
RG032,1984,9,W,47.75
RG032,1984,10,W,46.23
RG032,1984,11,D,0.0
RG032,1984,12,D,0.0
RG032,1985,1,D,0.0
RG032,1985,2,D,0.0
RG032,1985,3,D,0.0
RG032,1985,4,D,0.0
RG032,1985,5,D,0.0
RG032,1985,6,W,0.0
RG032,1985,7,W,101.09
RG032,1985,8,W,44.2
RG032,1985,9,W,88.39
RG032,1985,10,W,51.05
RG032,1985,11,D,0.0
RG032,1985,12,D,0.0
RG032,1986,1,D,0.0
RG032,1986,2,D,0.0
RG032,1986,3,D,0.0
RG032,1986,4,D,0.0
RG032,1986,5,D,0.0
RG032,1986,6,W,17.78
RG032,1986,7,W,47.24
RG032,1986,8,W,142.75
RG032,1986,9,W,35.81
RG032,1986,10,W,22.86
RG032,1986,11,D,0.0
RG032,1986,12,D,0.0
RG032,1987,1,D,0.0
RG032,1987,2,D,0.0
RG032,1987,3,D,0.0
RG032,1987,4,D,0.0
RG032,1987,5,D,0.0
RG032,1987,6,W,0.25
RG032,1987,7,W,53.85
RG032,1987,8,W,103.12
RG032,1987,9,W,20.83
RG032,1987,10,W,2.79
RG032,1987,11,D,0.0
RG032,1987,12,D,0.0
RG032,1988,1,D,0.0
RG032,1988,2,D,0.0
RG032,1988,3,D,0.0
RG032,1988,4,D,0.0
RG032,1988,5,D,0.0
RG032,1988,6,W,0.0
RG032,1988,7,W,38.1
RG032,1988,8,W,131.32
RG032,1988,9,W,23.88
RG032,1988,10,W,3.05
RG032,1988,11,D,0.0
RG032,1988,12,D,0.0
RG032,1989,1,D,0.0
RG032,1989,2,D,0.0
RG032,1989,3,D,0.0
RG032,1989,5,D,0.0
RG032,1989,7,W,53.85
RG032,1989,8,W,17.27
RG032,1989,9,W,3.81
RG032,1989,10,W,29.46
RG032,1989,11,D,0.0
RG032,1989,12,D,0.0
RG032,1990,1,D,0.0
RG032,1990,2,D,0.0
RG032,1990,3,D,0.0
RG032,1990,4,D,0.0
RG032,1990,5,D,0.0
RG032,1990,6,W,1.02
RG032,1990,7,W,132.84
RG032,1990,8,W,87.12
RG032,1990,9,W,51.82
RG032,1990,10,W,15.75
RG032,1990,11,D,0.0
RG032,1990,12,D,0.0
RG032,1991,1,D,0.0
RG032,1991,2,D,0.0
RG032,1991,3,D,0.0
RG032,1991,5,D,0.0
RG032,1991,6,W,0.0
RG032,1991,7,W,14.99
RG032,1991,8,W,72.64
RG032,1991,9,W,23.37
RG032,1991,10,W,3.56
RG032,1991,11,D,13.72
RG032,1991,12,D,58.67
RG032,1992,1,D,24.13
RG032,1992,2,D,18.8
RG032,1992,3,D,44.45
RG032,1992,4,D,8.13
RG032,1992,5,D,31.24
RG032,1992,6,W,1.78
RG032,1992,7,W,60.71
RG032,1992,8,W,127.76
RG032,1992,9,W,14.22
RG032,1992,10,W,12.95
RG032,1992,11,D,0.51
RG032,1992,12,D,46.23
RG032,1993,1,D,130.81
RG032,1993,2,D,25.65
RG032,1993,3,D,8.89
RG032,1993,5,D,4.57
RG032,1993,6,W,0.0
RG032,1993,7,W,23.88
RG032,1993,8,W,88.14
RG032,1993,9,W,8.64
RG032,1993,10,W,3.05
RG032,1993,11,D,17.53
RG032,1993,12,D,3.05
RG032,1994,1,D,2.79
RG032,1994,2,D,7.87
RG032,1994,3,D,22.1
RG032,1994,4,D,0.0
RG032,1994,5,D,10.67
RG032,1994,6,W,27.94
RG032,1994,7,W,49.02
RG032,1994,8,W,57.66
RG032,1994,9,W,51.82
RG032,1994,10,W,4.32
RG032,1994,11,D,70.87
RG032,1994,12,D,85.09
RG032,1995,1,D,10.41
RG032,1995,2,D,29.72
RG032,1995,3,D,19.3
RG032,1995,4,D,0.76
RG032,1995,5,D,0.0
RG032,1995,6,W,0.25
RG032,1995,7,W,45.97
RG032,1995,8,W,98.04
RG032,1995,9,W,14.99
RG032,1995,10,W,16.51
RG032,1995,11,D,13.72
RG032,1995,12,D,8.64
RG032,1996,1,D,0.0
RG032,1996,2,D,10.16
RG032,1996,3,D,3.81
RG032,1996,4,D,0.0
RG032,1996,6,W,50.29
RG032,1996,7,W,67.56
RG032,1996,8,W,57.4
RG032,1996,9,W,27.18
RG032,1996,10,W,14.22
RG032,1996,11,D,6.86
RG032,1997,1,D,5.08
RG032,1997,2,D,13.97
RG032,1997,3,D,3.3
RG032,1997,4,D,6.1
RG032,1997,5,D,23.37
RG032,1997,7,W,33.78
RG032,1997,8,W,75.95
RG032,1997,9,W,40.89
RG032,1997,10,W,6.35
RG032,1997,11,D,18.8
RG032,1997,12,D,66.29
RG032,1998,1,D,1.02
RG032,1998,2,D,42.16
RG032,1998,3,D,14.99
RG032,1998,4,D,0.51
RG032,1998,6,W,3.05
RG032,1998,7,W,40.89
RG032,1998,8,W,60.2
RG032,1998,9,W,12.7
RG032,1998,10,W,0.0
RG032,1998,11,D,0.0
RG032,1998,12,D,0.0
RG032,1999,1,D,0.0
RG032,1999,3,D,0.0
RG032,1999,4,D,0.0
RG032,1999,6,W,1.02
RG032,1999,7,W,195.07
RG032,1999,8,W,104.39
RG032,1999,9,W,20.07
RG032,1999,10,W,0.0
RG032,1999,12,D,0.0
RG032,2000,1,D,0.254
RG032,2000,2,D,7.874
RG032,2000,3,D,5.461
RG032,2000,6,W,54.864
RG032,2000,7,W,34.798
RG032,2000,8,W,182.118
RG032,2000,9,W,1.778
RG032,2000,10,W,176.149
RG032,2000,11,D,38.1
RG032,2000,12,D,2.159
RG032,2001,1,D,37.338
RG032,2001,2,D,3.556
RG032,2001,3,D,8.89
RG032,2001,4,D,24.892
RG032,2001,5,D,7.874
RG032,2001,6,W,2.413
RG032,2001,7,W,55.245
RG032,2001,8,W,90.551
RG032,2001,9,W,29.337
RG032,2001,10,W,4.699
RG032,2001,11,D,1.397
RG032,2001,12,D,14.097
RG032,2002,1,D,6.096
RG032,2002,2,D,14.097
RG032,2002,3,D,0.0
RG032,2002,4,D,0.0
RG032,2002,6,W,0.0
RG032,2002,7,W,125.73
RG032,2002,8,W,74.93
RG032,2002,9,W,32.131
RG032,2002,10,W,7.112
RG032,2002,11,D,4.318
RG032,2002,12,D,17.145
RG032,2003,1,D,2.54
RG032,2003,2,D,41.91
RG032,2003,3,D,4.445
RG032,2003,5,D,0.0
RG032,2003,6,W,0.0
RG032,2003,7,W,61.849
RG032,2003,8,W,74.803
RG032,2003,9,W,44.704
RG032,2003,10,W,17.653
RG032,2003,11,D,24.13
RG032,2003,12,D,11.303
RG032,2004,1,D,21.59
RG032,2004,2,D,25.4
RG032,2004,3,D,20.447
RG032,2004,4,D,35.687
RG032,2004,5,D,0.254
RG032,2004,6,W,3.556
RG032,2004,7,W,12.319
RG032,2004,8,W,47.498
RG032,2004,9,W,33.02
RG032,2004,10,W,6.604
RG032,2004,11,D,9.398
RG032,2004,12,D,16.002
RG032,2005,1,D,26.289
RG032,2005,2,D,20.574
RG032,2005,3,D,2.032
RG032,2005,4,D,3.048
RG032,2005,5,D,12.446
RG032,2005,6,W,0.0
RG032,2005,7,W,44.45
RG032,2005,8,W,55.626
RG032,2005,9,W,12.827
RG032,2005,10,W,0.381
RG032,2005,12,D,5.842
RG032,2006,1,D,1.651
RG032,2006,2,D,2.54
RG032,2006,3,D,2.159
RG032,2006,5,D,0.0
RG032,2006,6,W,5.715
RG032,2006,7,W,75.946
RG032,2006,8,W,95.377
RG032,2006,9,W,41.656
RG032,2006,10,W,22.479
RG032,2006,12,D,3.175
RG032,2007,1,D,26.162
RG032,2007,2,D,2.159
RG032,2007,3,D,23.622
RG032,2007,4,D,3.81
RG032,2007,5,D,0.762
RG032,2007,6,W,15.367
RG032,2007,7,W,80.264
RG032,2007,8,W,42.799
RG032,2007,9,W,38.354
RG032,2007,10,W,1.905
RG032,2007,11,D,21.971
RG032,2007,12,D,13.081
RG032,2008,1,D,1.778
RG032,2008,2,D,6.985
RG032,2008,3,D,0.0
RG032,2008,5,D,11.176
RG032,2008,6,W,2.413
RG032,2008,7,W,170.815
RG032,2008,8,W,91.948
RG032,2008,9,W,7.493
RG032,2008,10,W,1.524
RG032,2008,11,D,14.097
RG032,2008,12,D,6.223
RG032,2009,1,D,10.414
RG032,2009,2,D,10.668
RG032,2009,3,D,10.795
RG032,2009,4,D,1.778
RG032,2009,5,D,4.064
RG032,2009,6,W,52.832
RG032,2009,7,W,41.402
RG032,2009,8,W,66.294
RG032,2009,9,W,11.811
RG032,2009,10,W,9.525
RG032,2009,11,D,4.191
RG032,2009,12,D,9.906
RG032,2010,1,D,52.705
RG032,2010,2,D,31.877
RG032,2010,3,D,11.049
RG032,2010,4,D,7.62
RG032,2010,5,D,0.0
RG032,2010,6,W,0.889
RG032,2010,7,W,146.939
RG032,2010,8,W,62.484
RG032,2010,9,W,31.115
RG032,2010,10,W,5.207
RG032,2010,11,D,0.508
RG032,2010,12,D,11.049
RG032,2011,1,D,4.699
RG032,2011,2,D,3.302
RG032,2011,3,D,0.0
RG032,2011,4,D,0.0
RG032,2011,6,W,2.159
RG032,2011,7,W,108.839
RG032,2011,8,W,80.391
RG032,2011,9,W,36.322
RG032,2011,10,W,2.159
RG032,2011,11,D,15.748
RG032,2011,12,D,38.989
RG032,2012,1,D,3.683
RG032,2012,2,D,5.207
RG032,2012,3,D,4.953
RG032,2012,4,D,0.0
RG032,2012,5,D,8.255
RG032,2012,6,W,9.398
RG032,2012,7,W,104.013
RG032,2012,8,W,31.623
RG032,2012,9,W,55.626
RG032,2012,10,W,0.0
RG032,2012,11,D,9.652
RG032,2012,12,D,21.082
RG032,2013,1,D,13.716
RG032,2013,2,D,14.605
RG032,2013,3,D,4.445
RG032,2013,4,D,0.0
RG032,2013,5,D,0.0
RG032,2013,6,W,3.937
RG032,2013,7,W,84.709
RG032,2013,8,W,58.674
RG032,2013,9,W,36.195
RG032,2013,11,D,16.002
RG032,2013,12,D,11.938
RG032,2014,1,D,0.0
RG032,2014,2,D,0.0
RG032,2014,3,D,23.876
RG032,2014,4,D,1.27
RG032,2014,6,W,0.254
RG032,2014,7,W,76.454
RG032,2014,8,W,144.272
RG032,2014,9,W,128.016
RG032,2014,10,W,30.734
RG032,2014,11,D,1.27
RG032,2014,12,D,14.351
RG032,2015,1,D,64.897
RG032,2015,2,D,1.397
RG032,2015,3,D,18.542
RG032,2015,4,D,7.493
RG032,2015,5,D,0.889
RG032,2015,6,W,23.114
RG032,2015,7,W,48.641
RG032,2015,8,W,32.385
RG032,2015,9,W,50.165
RG032,2015,10,W,30.861
RG032,2015,11,D,8.128
RG032,2015,12,D,10.922
RG032,2016,1,D,29.337
RG032,2016,2,D,6.985
RG032,2016,3,D,1.905
RG032,2016,4,D,2.921
RG032,2016,5,D,7.62
RG032,2016,6,W,33.147
RG032,2016,7,W,84.201
RG032,2016,8,W,41.783
RG032,2016,9,W,47.117
RG032,2016,10,W,10.922
RG032,2016,11,D,7.747
RG032,2016,12,D,29.083
RG032,2017,1,D,20.828
RG032,2017,2,D,9.144
RG032,2017,3,D,1.905
RG032,2017,4,D,0.0
RG032,2017,5,D,4.445
RG032,2017,6,W,1.397
RG032,2017,7,W,176.276
RG032,2017,8,W,100.203
RG032,2017,9,W,0.508
RG032,2017,10,W,7.239
RG032,2017,11,D,4.318
RG032,2017,12,D,3.81
RG032,2018,1,D,2.032
RG032,2018,2,D,40.386
RG032,2018,3,D,0.0
RG032,2018,6,W,15.24
RG032,2018,7,W,76.2
RG032,2018,8,W,67.31
RG032,2018,9,W,26.67
RG032,2018,10,W,42.799
RG032,2018,11,D,4.318
RG032,2018,12,D,21.336
RG032,2019,1,D,15.24
RG032,2019,2,D,26.035
RG032,2019,3,D,29.845
RG032,2019,4,D,2.54
RG032,2019,5,D,17.907
RG032,2019,6,W,9.017
RG032,2019,7,W,46.99
RG032,2019,8,W,65.024
RG032,2019,9,W,56.769
RG032,2019,10,W,0.0
RG032,2019,11,D,122.174
RG032,2019,12,D,35.179
RG032,2020,1,D,11.43
RG032,2020,2,D,25.527
RG032,2020,3,D,42.164
RG032,2020,4,D,0.0
RG032,2020,5,D,0.508
RG032,2020,6,W,0.889
RG032,2020,7,W,30.607
RG032,2020,8,W,37.465
RG032,2020,9,W,0.0
RG032,2020,10,W,0.0
RG032,2020,11,D,2.159
RG032,2020,12,D,13.208
RG032,2021,1,D,16.383
RG032,2021,2,D,0.0
RG032,2021,3,D,12.319
RG032,2021,4,D,2.413
RG032,2021,5,D,1.905
RG032,2021,6,W,4.572
RG032,2021,7,W,97.917
RG032,2021,8,W,56.515
RG032,2021,9,W,17.145
RG032,2021,10,W,0.508
RG032,2021,11,D,0.254
RG032,2021,12,D,12.573
RG032,2022,1,D,0.254
RG033,1953,8,W,0.0
RG033,1953,10,W,0.0
RG033,1954,1,D,0.0
RG033,1954,2,D,0.0
RG033,1954,3,D,0.0
RG033,1954,5,D,0.0
RG033,1954,6,W,0.0
RG033,1954,7,W,0.0
RG033,1954,8,W,0.0
RG033,1954,9,W,0.0
RG033,1954,10,W,0.0
RG033,1955,1,D,0.0
RG033,1955,2,D,0.0
RG033,1955,3,D,0.0
RG033,1955,5,D,0.0
RG033,1955,6,W,0.0
RG033,1955,7,W,0.0
RG033,1955,8,W,45.47
RG033,1955,9,W,9.4
RG033,1955,10,W,3.81
RG033,1955,11,D,0.0
RG033,1955,12,D,6.6
RG033,1956,1,D,15.75
RG033,1956,2,D,6.86
RG033,1956,4,D,3.56
RG033,1956,5,D,0.0
RG033,1956,6,W,9.65
RG033,1956,7,W,145.8
RG033,1956,8,W,27.18
RG033,1956,9,W,0.0
RG033,1956,10,W,6.86
RG033,1956,11,D,2.54
RG033,1956,12,D,4.06
RG033,1957,1,D,39.37
RG033,1957,2,D,3.81
RG033,1957,3,D,39.12
RG033,1957,4,D,0.0
RG033,1957,5,D,6.6
RG033,1957,6,W,16.51
RG033,1957,7,W,87.88
RG033,1957,8,W,185.93
RG033,1957,9,W,2.29
RG033,1957,10,W,39.37
RG033,1957,11,D,2.29
RG033,1957,12,D,9.14
RG033,1958,2,D,36.58
RG033,1958,3,D,58.42
RG033,1958,4,D,35.56
RG033,1958,5,D,0.51
RG033,1958,6,W,6.6
RG033,1958,7,W,43.18
RG033,1958,8,W,240.28
RG033,1958,9,W,40.13
RG033,1958,10,W,30.23
RG033,1958,11,D,21.34
RG033,1959,2,D,0.0
RG033,1959,4,D,0.0
RG033,1959,6,W,29.72
RG033,1959,7,W,104.65
RG033,1959,8,W,81.53
RG033,1959,9,W,11.68
RG033,1959,10,W,26.92
RG033,1959,11,D,26.67
RG033,1959,12,D,34.29
RG033,1960,1,D,47.75
RG033,1960,2,D,14.73
RG033,1960,3,D,17.27
RG033,1960,6,W,0.0
RG033,1960,7,W,75.69
RG033,1960,8,W,48.26
RG033,1960,9,W,29.97
RG033,1960,10,W,12.19
RG033,1960,11,D,0.0
RG033,1960,12,D,9.91
RG033,1961,1,D,15.75
RG033,1961,2,D,3.81
RG033,1961,3,D,0.0
RG033,1961,6,W,25.4
RG033,1961,7,W,45.47
RG033,1961,8,W,127.76
RG033,1961,9,W,12.7
RG033,1961,10,W,53.34
RG033,1961,11,D,18.8
RG033,1961,12,D,31.5
RG033,1962,1,D,44.45
RG033,1962,2,D,0.0
RG033,1962,3,D,13.72
RG033,1962,6,W,0.0
RG033,1962,7,W,141.99
RG033,1962,8,W,9.65
RG033,1962,9,W,47.24
RG033,1962,10,W,2.03
RG033,1962,11,D,16.26
RG033,1962,12,D,26.42
RG033,1963,1,D,1.02
RG033,1963,2,D,7.11
RG033,1963,3,D,0.0
RG033,1963,4,D,3.81
RG033,1963,7,W,53.34
RG033,1963,8,W,133.35
RG033,1963,9,W,42.42
RG033,1963,10,W,6.86
RG033,1963,11,D,32.51
RG033,1963,12,D,9.4
RG033,1964,1,D,5.08
RG033,1964,2,D,1.27
RG033,1964,3,D,13.72
RG033,1964,4,D,9.4
RG033,1964,6,W,2.03
RG033,1964,7,W,125.22
RG033,1964,8,W,52.58
RG033,1964,9,W,66.29
RG033,1964,10,W,15.24
RG033,1964,11,D,20.32
RG033,1964,12,D,4.57
RG033,1965,1,D,19.3
RG033,1965,2,D,1.02
RG033,1965,3,D,6.35
RG033,1965,4,D,0.0
RG033,1965,5,D,3.3
RG033,1965,6,W,5.59
RG033,1965,7,W,93.47
RG033,1965,8,W,68.58
RG033,1965,9,W,34.04
RG033,1965,10,W,0.0
RG033,1965,11,D,8.13
RG033,1965,12,D,81.28
RG033,1966,1,D,16.51
RG033,1966,2,D,25.15
RG033,1966,3,D,0.0
RG033,1966,4,D,2.54
RG033,1966,5,D,0.0
RG033,1966,6,W,0.0
RG033,1966,7,W,112.78
RG033,1966,8,W,108.71
RG033,1966,9,W,36.32
RG033,1966,10,W,0.0
RG033,1966,11,D,7.87
RG033,1966,12,D,4.06
RG033,1967,2,D,8.38
RG033,1967,3,D,1.02
RG033,1967,4,D,5.08
RG033,1967,5,D,11.43
RG033,1967,6,W,7.62
RG033,1967,7,W,90.42
RG033,1967,8,W,48.26
RG033,1967,9,W,93.47
RG033,1967,10,W,4.83
RG033,1967,11,D,0.51
RG033,1967,12,D,87.63
RG033,1968,1,D,16.26
RG033,1968,2,D,52.32
RG033,1968,3,D,30.23
RG033,1968,4,D,8.38
RG033,1968,6,W,2.03
RG033,1968,7,W,103.38
RG033,1968,8,W,91.95
RG033,1968,9,W,22.1
RG033,1968,10,W,0.0
RG033,1968,11,D,10.67
RG033,1968,12,D,18.03
RG033,1969,1,D,8.64
RG033,1969,2,D,16.26
RG033,1969,3,D,5.08
RG033,1969,4,D,0.0
RG033,1969,5,D,9.91
RG033,1969,6,W,0.0
RG033,1969,7,W,107.95
RG033,1969,8,W,56.13
RG033,1969,9,W,34.8
RG033,1969,10,W,8.13
RG033,1969,11,D,11.18
RG033,1969,12,D,10.41
RG033,1970,2,D,8.13
RG033,1970,3,D,38.86
RG033,1970,4,D,7.37
RG033,1970,5,D,0.0
RG033,1970,6,W,0.0
RG033,1970,7,W,39.37
RG033,1970,8,W,125.22
RG033,1970,9,W,61.21
RG033,1970,10,W,2.29
RG033,1970,11,D,0.0
RG033,1970,12,D,9.91
RG033,1971,1,D,0.0
RG033,1971,2,D,5.59
RG033,1971,4,D,15.49
RG033,1971,5,D,0.0
RG033,1971,6,W,4.32
RG033,1971,7,W,87.63
RG033,1971,8,W,132.59
RG033,1971,9,W,34.29
RG033,1971,10,W,48.51
RG033,1971,11,D,4.06
RG033,1971,12,D,35.81
RG033,1972,5,D,4.57
RG033,1972,6,W,60.2
RG033,1972,7,W,63.25
RG033,1972,8,W,81.03
RG033,1972,9,W,23.62
RG033,1972,10,W,67.56
RG033,1972,11,D,25.15
RG033,1972,12,D,4.83
RG033,1973,1,D,11.94
RG033,1973,2,D,31.75
RG033,1973,3,D,60.96
RG033,1973,4,D,0.0
RG033,1973,5,D,3.3
RG033,1973,6,W,13.21
RG033,1973,7,W,59.94
RG033,1973,8,W,33.27
RG033,1973,9,W,3.3
RG033,1973,11,D,6.86
RG033,1974,1,D,29.72
RG033,1974,2,D,0.0
RG033,1974,3,D,3.56
RG033,1974,5,D,1.02
RG033,1974,6,W,4.57
RG033,1974,7,W,94.23
RG033,1974,8,W,57.4
RG033,1974,9,W,46.23
RG033,1974,10,W,62.23
RG033,1974,11,D,0.51
RG033,1974,12,D,6.86
RG033,1975,1,D,12.45
RG033,1975,2,D,0.51
RG033,1975,3,D,12.19
RG033,1975,4,D,12.19
RG033,1975,5,D,1.52
RG033,1975,6,W,0.0
RG033,1975,7,W,135.38
RG033,1975,8,W,17.27
RG033,1975,9,W,89.15
RG033,1975,10,W,0.0
RG033,1975,11,D,10.16
RG033,1975,12,D,5.84
RG033,1976,1,D,5.33
RG033,1976,2,D,26.92
RG033,1976,3,D,5.84
RG033,1976,4,D,12.45
RG033,1976,5,D,18.8
RG033,1976,6,W,9.65
RG033,1976,7,W,65.79
RG033,1976,8,W,29.72
RG033,1976,9,W,68.33
RG033,1976,10,W,28.19
RG033,1976,11,D,12.95
RG033,1976,12,D,3.05
RG033,1977,1,D,39.88
RG033,1977,6,W,14.48
RG033,1977,7,W,64.52
RG033,1977,8,W,96.01
RG033,1977,9,W,93.22
RG033,1977,10,W,77.47
RG033,1978,1,D,62.23
RG033,1978,2,D,34.04
RG033,1978,3,D,22.35
RG033,1978,4,D,3.81
RG033,1978,5,D,15.24
RG033,1978,6,W,9.91
RG033,1978,7,W,71.37
RG033,1978,8,W,48.77
RG033,1978,9,W,3.3
RG033,1978,10,W,60.2
RG033,1978,11,D,35.81
RG033,1978,12,D,58.42
RG033,1979,1,D,67.31
RG033,1979,2,D,9.14
RG033,1979,3,D,19.56
RG033,1979,4,D,0.51
RG033,1979,5,D,10.92
RG033,1979,6,W,18.54
RG033,1979,7,W,79.5
RG033,1979,8,W,45.21
RG033,1979,9,W,8.64
RG033,1979,10,W,5.84
RG033,1979,11,D,8.13
RG033,1979,12,D,6.86
RG033,1980,1,D,0.0
RG033,1980,2,D,0.0
RG033,1980,3,D,0.0
RG033,1980,4,D,0.0
RG033,1980,5,D,0.0
RG033,1980,6,W,5.33
RG033,1980,7,W,62.48
RG033,1980,8,W,49.53
RG033,1980,9,W,26.92
RG033,1980,10,W,0.0
RG033,1980,11,D,1.27
RG033,1980,12,D,7.87
RG033,1981,1,D,0.0
RG033,1981,2,D,0.0
RG033,1981,3,D,0.0
RG033,1981,4,D,0.0
RG033,1981,5,D,0.0
RG033,1981,6,W,12.95
RG033,1981,7,W,124.46
RG033,1981,8,W,37.59
RG033,1981,9,W,45.97
RG033,1981,10,W,17.02
RG033,1981,11,D,5.59
RG033,1982,1,D,0.0
RG033,1982,2,D,0.0
RG033,1982,3,D,0.0
RG033,1982,4,D,0.0
RG033,1982,5,D,0.0
RG033,1982,6,W,1.52
RG033,1982,7,W,89.66
RG033,1982,8,W,69.09
RG033,1982,9,W,64.01
RG033,1982,11,D,0.0
RG033,1982,12,D,0.0
RG033,1983,1,D,0.0
RG033,1983,2,D,0.0
RG033,1983,3,D,0.0
RG033,1983,4,D,0.0
RG033,1983,5,D,0.0
RG033,1983,7,W,91.19
RG033,1983,8,W,54.61
RG033,1983,9,W,197.1
RG033,1983,10,W,50.04
RG033,1983,11,D,9.14
RG033,1983,12,D,0.0
RG033,1984,1,D,0.0
RG033,1984,4,D,0.0
RG033,1984,5,D,0.0
RG033,1984,6,W,33.53
RG033,1984,7,W,85.85
RG033,1984,8,W,151.13
RG033,1984,9,W,38.35
RG033,1984,10,W,47.5
RG033,1984,11,D,0.0
RG033,1984,12,D,0.0
RG033,1985,1,D,0.0
RG033,1985,2,D,0.0
RG033,1985,3,D,0.0
RG033,1985,4,D,0.0
RG033,1985,5,D,0.0
RG033,1985,6,W,0.0
RG033,1985,7,W,94.74
RG033,1985,8,W,48.77
RG033,1985,9,W,83.82
RG033,1985,10,W,51.31
RG033,1985,11,D,0.0
RG033,1985,12,D,0.0
RG033,1986,1,D,0.0
RG033,1986,2,D,0.0
RG033,1986,3,D,0.0
RG033,1986,4,D,0.0
RG033,1986,5,D,0.0
RG033,1986,6,W,11.94
RG033,1986,7,W,37.59
RG033,1986,8,W,128.52
RG033,1986,9,W,32.51
RG033,1986,10,W,23.62
RG033,1986,11,D,0.0
RG033,1986,12,D,0.0
RG033,1987,1,D,0.0
RG033,1987,2,D,0.0
RG033,1987,3,D,0.0
RG033,1987,4,D,0.0
RG033,1987,5,D,0.0
RG033,1987,6,W,1.52
RG033,1987,7,W,45.97
RG033,1987,8,W,98.55
RG033,1987,9,W,24.89
RG033,1987,10,W,6.6
RG033,1987,11,D,0.0
RG033,1987,12,D,0.0
RG033,1988,1,D,0.0
RG033,1988,2,D,0.0
RG033,1988,3,D,0.0
RG033,1988,4,D,0.0
RG033,1988,5,D,0.0
RG033,1988,6,W,0.76
RG033,1988,7,W,39.88
RG033,1988,8,W,108.71
RG033,1988,9,W,28.7
RG033,1988,10,W,4.06
RG033,1988,11,D,0.0
RG033,1988,12,D,0.0
RG033,1989,1,D,0.0
RG033,1989,2,D,0.0
RG033,1989,3,D,0.0
RG033,1989,5,D,0.0
RG033,1989,7,W,50.29
RG033,1989,8,W,3.3
RG033,1989,9,W,5.08
RG033,1989,10,W,32.77
RG033,1989,11,D,0.0
RG033,1989,12,D,0.0
RG033,1990,1,D,0.0
RG033,1990,2,D,0.0
RG033,1990,3,D,0.0
RG033,1990,4,D,0.0
RG033,1990,5,D,0.0
RG033,1990,6,W,1.02
RG033,1990,7,W,140.46
RG033,1990,8,W,89.92
RG033,1990,9,W,61.72
RG033,1990,10,W,16.0
RG033,1990,11,D,0.0
